Component,Group,Parameter,Value
PropAntDx,Twist,r_32,0.83551429
PropAntDx,Twist,r_33,0.85841429
PropAntDx,Twist,r_34,0.88131429
PropAntDx,Twist,r_35,0.9042
PropAntDx,Twist,r_36,0.9271
PropAntDx,Twist,r_37,0.94907143
PropAntDx,Twist,r_38,0.95505714
PropAntDx,Twist,r_39,0.9601
PropAntDx,Twist,r_4,0.182
PropAntDx,Twist,r_40,0.96515714
PropAntDx,Twist,r_41,0.9702
PropAntDx,Twist,r_42,0.97525714
PropAntDx,Twist,r_43,0.9803
PropAntDx,Twist,r_44,0.98535714
PropAntDx,Twist,r_45,0.9904
PropAntDx,Twist,r_46,0.99545714
PropAntDx,Twist,r_47,1.0
PropAntDx,Twist,r_5,0.208
PropAntDx,Twist,r_6,0.234
PropAntDx,Twist,r_7,0.26
PropAntDx,Twist,r_8,0.28584286
PropAntDx,Twist,r_9,0.3089
PropAntDx,Twist,tw_0,11.8396
PropAntDx,Twist,tw_1,19.0738
PropAntDx,Twist,tw_10,30.2195
PropAntDx,Twist,tw_11,28.5846
PropAntDx,Twist,tw_12,27.1047
PropAntDx,Twist,tw_13,25.7604
PropAntDx,Twist,tw_14,24.5352
PropAntDx,Twist,tw_15,23.415
PropAntDx,Twist,tw_16,22.3875
PropAntDx,Twist,tw_17,21.4424
PropAntDx,Twist,tw_18,20.5704
PropAntDx,Twist,tw_19,19.7639
PropAntDx,Twist,tw_2,26.0294
PropAntDx,Twist,tw_20,19.016
PropAntDx,Twist,tw_21,18.3207
PropAntDx,Twist,tw_22,17.6729
PropAntDx,Twist,tw_23,17.0681
PropAntDx,Twist,tw_24,16.5021
PropAntDx,Twist,tw_25,15.9716
PropAntDx,Twist,tw_26,15.4732
PropAntDx,Twist,tw_27,15.0044
PropAntDx,Twist,tw_28,14.5625
PropAntDx,Twist,tw_29,14.1454
PropAntDx,Twist,tw_3,31.7298
PropAntDx,Twist,tw_30,13.751
PropAntDx,Twist,tw_31,13.3777
PropAntDx,Twist,tw_32,13.0238
PropAntDx,Twist,tw_33,12.6878
PropAntDx,Twist,tw_34,12.3684
PropAntDx,Twist,tw_35,12.0645
PropAntDx,Twist,tw_36,11.775
PropAntDx,Twist,tw_37,11.5098
PropAntDx,Twist,tw_38,11.4396
PropAntDx,Twist,tw_39,11.381
PropAntDx,Twist,tw_4,35.7034
PropAntDx,Twist,tw_40,11.323
PropAntDx,Twist,tw_41,11.2656
PropAntDx,Twist,tw_42,11.2087
PropAntDx,Twist,tw_43,11.1524
PropAntDx,Twist,tw_44,11.0967
PropAntDx,Twist,tw_45,11.0415
PropAntDx,Twist,tw_46,10.9868
PropAntDx,Twist,tw_47,10.9435
PropAntDx,Twist,tw_5,37.84
PropAntDx,Twist,tw_6,38.1527
PropAntDx,Twist,tw_7,36.6118
PropAntDx,Twist,tw_8,34.0632
PropAntDx,Twist,tw_9,32.0319
PropAntDx,Rake,ConvType,2.0
PropAntDx,Rake,CrvType,1.0
PropAntDx,Rake,G1_0,0.0
PropAntDx,Rake,G1_1,0.0
PropAntDx,Rake,G1_10,0.0
PropAntDx,Rake,G1_11,0.0
PropAntDx,Rake,G1_12,0.0
PropAntDx,Rake,G1_13,0.0
PropAntDx,Rake,G1_14,0.0
PropAntDx,Rake,G1_15,0.0
PropAntDx,Rake,G1_16,0.0
PropAntDx,Rake,G1_17,0.0
PropAntDx,Rake,G1_18,0.0
PropAntDx,Rake,G1_19,0.0
PropAntDx,Rake,G1_2,0.0
PropAntDx,Rake,G1_20,0.0
PropAntDx,Rake,G1_21,0.0
PropAntDx,Rake,G1_22,0.0
PropAntDx,Rake,G1_23,0.0
PropAntDx,Rake,G1_24,0.0
PropAntDx,Rake,G1_25,0.0
PropAntDx,Rake,G1_26,0.0
PropAntDx,Rake,G1_27,0.0
PropAntDx,Rake,G1_28,0.0
PropAntDx,Rake,G1_29,0.0
PropAntDx,Rake,G1_3,0.0
PropAntDx,Rake,G1_30,0.0
PropAntDx,Rake,G1_31,0.0
PropAntDx,Rake,G1_32,0.0
PropAntDx,Rake,G1_33,0.0
PropAntDx,Rake,G1_34,0.0
PropAntDx,Rake,G1_35,0.0
PropAntDx,Rake,G1_36,0.0
PropAntDx,Rake,G1_37,0.0
PropAntDx,Rake,G1_38,0.0
PropAntDx,Rake,G1_39,0.0
PropAntDx,Rake,G1_4,0.0
PropAntDx,Rake,G1_40,0.0
PropAntDx,Rake,G1_41,0.0
PropAntDx,Rake,G1_42,0.0
PropAntDx,Rake,G1_43,0.0
PropAntDx,Rake,G1_44,0.0
PropAntDx,Rake,G1_45,0.0
PropAntDx,Rake,G1_46,0.0
PropAntDx,Rake,G1_47,0.0
PropAntDx,Rake,G1_5,0.0
PropAntDx,Rake,G1_6,0.0
PropAntDx,Rake,G1_7,0.0
PropAntDx,Rake,G1_8,0.0
PropAntDx,Rake,G1_9,0.0
PropAntDx,Rake,SplitPt,0.5
PropAntDx,Rake,r_0,0.078
PropAntDx,Rake,r_1,0.104
PropAntDx,Rake,r_10,0.3318
PropAntDx,Rake,r_11,0.35468571
PropAntDx,Rake,r_12,0.37758571
PropAntDx,Rake,r_13,0.40048571
PropAntDx,Rake,r_14,0.42338571
PropAntDx,Rake,r_15,0.44627143
PropAntDx,Rake,r_16,0.46917143
PropAntDx,Rake,r_17,0.49207143
PropAntDx,Rake,r_18,0.51497143
PropAntDx,Rake,r_19,0.53785714
PropAntDx,Rake,r_2,0.13
PropAntDx,Rake,r_20,0.56075714
PropAntDx,Rake,r_21,0.58365714
PropAntDx,Rake,r_22,0.60655714
PropAntDx,Rake,r_23,0.62944286
PropAntDx,Rake,r_24,0.65234286
PropAntDx,Rake,r_25,0.67524286
PropAntDx,Rake,r_26,0.69814286
PropAntDx,Rake,r_27,0.72102857
PropAntDx,Rake,r_28,0.74392857
PropAntDx,Rake,r_29,0.76682857
PropAntDx,Rake,r_3,0.156
PropAntDx,Rake,r_30,0.78972857
PropAntDx,Rake,r_31,0.81261429
PropAntDx,Rake,r_32,0.83551429
PropAntDx,Rake,r_33,0.85841429
PropAntDx,Rake,r_34,0.88131429
PropAntDx,Rake,r_35,0.9042
PropAntDx,Rake,r_36,0.9271
PropAntDx,Rake,r_37,0.94907143
PropAntDx,Rake,r_38,0.95505714
PropAntDx,Rake,r_39,0.9601
PropAntDx,Rake,r_4,0.182
PropAntDx,Rake,r_40,0.96515714
PropAntDx,Rake,r_41,0.9702
PropAntDx,Rake,r_42,0.97525714
PropAntDx,Rake,r_43,0.9803
PropAntDx,Rake,r_44,0.98535714
PropAntDx,Rake,r_45,0.9904
PropAntDx,Rake,r_46,0.99545714
PropAntDx,Rake,r_47,1.0
PropAntDx,Rake,r_5,0.208
PropAntDx,Rake,r_6,0.234
PropAntDx,Rake,r_7,0.26
PropAntDx,Rake,r_8,0.28584286
PropAntDx,Rake,r_9,0.3089
PropAntDx,Rake,rak_0,0.0571
PropAntDx,Rake,rak_1,0.0584
PropAntDx,Rake,rak_10,0.07185714
PropAntDx,Rake,rak_11,0.07187143
PropAntDx,Rake,rak_12,0.07161429
PropAntDx,Rake,rak_13,0.07105714
PropAntDx,Rake,rak_14,0.07025714
PropAntDx,Rake,rak_15,0.0692
PropAntDx,Rake,rak_16,0.06791429
PropAntDx,Rake,rak_17,0.0664
PropAntDx,Rake,rak_18,0.06468571
PropAntDx,Rake,rak_19,0.06278571
PropAntDx,Rake,rak_2,0.06011429
PropAntDx,Rake,rak_20,0.0607
PropAntDx,Rake,rak_21,0.05844286
PropAntDx,Rake,rak_22,0.05604286
PropAntDx,Rake,rak_23,0.05351429
PropAntDx,Rake,rak_24,0.05085714
PropAntDx,Rake,rak_25,0.04808571
PropAntDx,Rake,rak_26,0.04522857
PropAntDx,Rake,rak_27,0.04228571
PropAntDx,Rake,rak_28,0.03928571
PropAntDx,Rake,rak_29,0.03622857
PropAntDx,Rake,rak_3,0.0621
PropAntDx,Rake,rak_30,0.03314286
PropAntDx,Rake,rak_31,0.03001429
PropAntDx,Rake,rak_32,0.0269
PropAntDx,Rake,rak_33,0.02377143
PropAntDx,Rake,rak_34,0.02067143
PropAntDx,Rake,rak_35,0.0176
PropAntDx,Rake,rak_36,0.01457143
PropAntDx,Rake,rak_37,0.01172857
PropAntDx,Rake,rak_38,0.01097143
PropAntDx,Rake,rak_39,0.01031429
PropAntDx,Rake,rak_4,0.0642
PropAntDx,Rake,rak_40,0.00918571
PropAntDx,Rake,rak_41,0.00735714
PropAntDx,Rake,rak_42,0.00472857
PropAntDx,Rake,rak_43,0.00108571
PropAntDx,Rake,rak_44,-0.00395714
PropAntDx,Rake,rak_45,-0.0115
PropAntDx,Rake,rak_46,-0.02652857
PropAntDx,Rake,rak_47,-0.04348571
PropAntDx,Rake,rak_5,0.06627143
PropAntDx,Rake,rak_6,0.06817143
PropAntDx,Rake,rak_7,0.06974286
PropAntDx,Rake,rak_8,0.07087143
PropAntDx,Rake,rak_9,0.07152857
PropAntDx,Skew,ConvType,2.0
PropAntDx,Skew,CrvType,1.0
PropAntDx,Skew,G1_0,0.0
PropAntDx,Skew,G1_1,0.0
PropAntDx,Skew,G1_10,0.0
PropAntDx,Skew,G1_11,0.0
PropAntDx,Skew,G1_12,0.0
PropAntDx,Skew,G1_13,0.0
PropAntDx,Skew,G1_14,0.0
PropAntDx,Skew,G1_15,0.0
PropAntDx,Skew,G1_16,0.0
PropAntDx,Skew,G1_17,0.0
PropAntDx,Skew,G1_18,0.0
PropAntDx,Skew,G1_19,0.0
PropAntDx,Skew,G1_2,0.0
PropAntDx,Skew,G1_20,0.0
PropAntDx,Skew,G1_21,0.0
PropAntDx,Skew,G1_22,0.0
PropAntDx,Skew,G1_23,0.0
PropAntDx,Skew,G1_24,0.0
PropAntDx,Skew,G1_25,0.0
PropAntDx,Skew,G1_26,0.0
PropAntDx,Skew,G1_27,0.0
PropAntDx,Skew,G1_28,0.0
PropAntDx,Skew,G1_29,0.0
PropAntDx,Skew,G1_3,0.0
PropAntDx,Skew,G1_30,0.0
PropAntDx,Skew,G1_31,0.0
PropAntDx,Skew,G1_32,0.0
PropAntDx,Skew,G1_33,0.0
PropAntDx,Skew,G1_34,0.0
PropAntDx,Skew,G1_35,0.0
PropAntDx,Skew,G1_36,0.0
PropAntDx,Skew,G1_37,0.0
PropAntDx,Skew,G1_38,0.0
PropAntDx,Skew,G1_39,0.0
PropAntDx,Skew,G1_4,0.0
PropAntDx,Skew,G1_40,0.0
PropAntDx,Skew,G1_41,0.0
PropAntDx,Skew,G1_42,0.0
PropAntDx,Skew,G1_43,0.0
PropAntDx,Skew,G1_44,0.0
PropAntDx,Skew,G1_45,0.0
PropAntDx,Skew,G1_46,0.0
PropAntDx,Skew,G1_47,0.0
PropAntDx,Skew,G1_5,0.0
PropAntDx,Skew,G1_6,0.0
PropAntDx,Skew,G1_7,0.0
PropAntDx,Skew,G1_8,0.0
PropAntDx,Skew,G1_9,0.0
PropAntDx,Skew,SplitPt,0.5
PropAntDx,Skew,r_0,0.078
PropAntDx,Skew,r_1,0.104
PropAntDx,Skew,r_10,0.3318
PropAntDx,Skew,r_11,0.35468571
PropAntDx,Skew,r_12,0.37758571
PropAntDx,Skew,r_13,0.40048571
PropAntDx,Skew,r_14,0.42338571
PropAntDx,Skew,r_15,0.44627143
PropAntDx,Skew,r_16,0.46917143
PropAntDx,Skew,r_17,0.49207143
PropAntDx,Skew,r_18,0.51497143
PropAntDx,Skew,r_19,0.53785714
PropAntDx,Skew,r_2,0.13
PropAntDx,Skew,r_20,0.56075714
PropAntDx,Skew,r_21,0.58365714
PropAntDx,Skew,r_22,0.60655714
PropAntDx,Skew,r_23,0.62944286
PropAntDx,Skew,r_24,0.65234286
PropAntDx,Skew,r_25,0.67524286
PropAntDx,Skew,r_26,0.69814286
PropAntDx,Skew,r_27,0.72102857
PropAntDx,Skew,r_28,0.74392857
PropAntDx,Skew,r_29,0.76682857
PropAntDx,Skew,r_3,0.156
PropAntDx,Skew,r_30,0.78972857
PropAntDx,Skew,r_31,0.81261429
PropAntDx,Skew,r_32,0.83551429
PropAntDx,Skew,r_33,0.85841429
PropAntDx,Skew,r_34,0.88131429
PropAntDx,Skew,r_35,0.9042
PropAntDx,Skew,r_36,0.9271
PropAntDx,Skew,r_37,0.94907143
PropAntDx,Skew,r_38,0.95505714
PropAntDx,Skew,r_39,0.9601
PropAntDx,Skew,r_4,0.182
PropAntDx,Skew,r_40,0.96515714
PropAntDx,Skew,r_41,0.9702
PropAntDx,Skew,r_42,0.97525714
PropAntDx,Skew,r_43,0.9803
PropAntDx,Skew,r_44,0.98535714
PropAntDx,Skew,r_45,0.9904
PropAntDx,Skew,r_46,0.99545714
PropAntDx,Skew,r_47,1.0
PropAntDx,Skew,r_5,0.208
PropAntDx,Skew,r_6,0.234
PropAntDx,Skew,r_7,0.26
PropAntDx,Skew,r_8,0.28584286
PropAntDx,Skew,r_9,0.3089
PropAntDx,Skew,skw_0,0.0
PropAntDx,Skew,skw_1,0.0
PropAntDx,Skew,skw_10,0.0
PropAntDx,Skew,skw_11,0.0
PropAntDx,Skew,skw_12,0.0
PropAntDx,Skew,skw_13,0.0
PropAntDx,Skew,skw_14,0.0
PropAntDx,Skew,skw_15,0.0
PropAntDx,Skew,skw_16,0.0
PropAntDx,Skew,skw_17,0.0
PropAntDx,Skew,skw_18,0.0
PropAntDx,Skew,skw_19,0.0
PropAntDx,Skew,skw_2,0.0
PropAntDx,Skew,skw_20,0.0
PropAntDx,Skew,skw_21,0.0
PropAntDx,Skew,skw_22,0.0
PropAntDx,Skew,skw_23,0.0
PropAntDx,Skew,skw_24,0.0
PropAntDx,Skew,skw_25,0.0
PropAntDx,Skew,skw_26,0.0
PropAntDx,Skew,skw_27,0.0
PropAntDx,Skew,skw_28,0.0
PropAntDx,Skew,skw_29,0.0
PropAntDx,Skew,skw_3,0.0
PropAntDx,Skew,skw_30,0.0
PropAntDx,Skew,skw_31,0.0
PropAntDx,Skew,skw_32,0.0
PropAntDx,Skew,skw_33,0.0
PropAntDx,Skew,skw_34,0.0
PropAntDx,Skew,skw_35,0.0
PropAntDx,Skew,skw_36,0.0
PropAntDx,Skew,skw_37,0.0
PropAntDx,Skew,skw_38,0.0
PropAntDx,Skew,skw_39,0.0
PropAntDx,Skew,skw_4,0.0
PropAntDx,Skew,skw_40,0.0
PropAntDx,Skew,skw_41,0.0
PropAntDx,Skew,skw_42,0.0
PropAntDx,Skew,skw_43,0.0
PropAntDx,Skew,skw_44,0.0
PropAntDx,Skew,skw_45,0.0
PropAntDx,Skew,skw_46,0.0
PropAntDx,Skew,skw_47,0.0
PropAntDx,Skew,skw_5,0.0
PropAntDx,Skew,skw_6,0.0
PropAntDx,Skew,skw_7,0.0
PropAntDx,Skew,skw_8,0.0
PropAntDx,Skew,skw_9,0.0
PropAntDx,Sweep,ConvType,2.0
PropAntDx,Sweep,CrvType,1.0
PropAntDx,Sweep,G1_0,0.0
PropAntDx,Sweep,G1_1,0.0
PropAntDx,Sweep,G1_10,0.0
PropAntDx,Sweep,G1_11,0.0
PropAntDx,Sweep,G1_12,0.0
PropAntDx,Sweep,G1_13,0.0
PropAntDx,Sweep,G1_14,0.0
PropAntDx,Sweep,G1_15,0.0
PropAntDx,Sweep,G1_16,0.0
PropAntDx,Sweep,G1_17,0.0
PropAntDx,Sweep,G1_18,0.0
PropAntDx,Sweep,G1_19,0.0
PropAntDx,Sweep,G1_2,0.0
PropAntDx,Sweep,G1_20,0.0
PropAntDx,Sweep,G1_21,0.0
PropAntDx,Sweep,G1_22,0.0
PropAntDx,Sweep,G1_23,0.0
PropAntDx,Sweep,G1_24,0.0
PropAntDx,Sweep,G1_25,0.0
PropAntDx,Sweep,G1_26,0.0
PropAntDx,Sweep,G1_27,0.0
PropAntDx,Sweep,G1_28,0.0
PropAntDx,Sweep,G1_29,0.0
PropAntDx,Sweep,G1_3,0.0
PropAntDx,Sweep,G1_30,0.0
PropAntDx,Sweep,G1_31,0.0
PropAntDx,Sweep,G1_32,0.0
PropAntDx,Sweep,G1_33,0.0
PropAntDx,Sweep,G1_34,0.0
PropAntDx,Sweep,G1_35,0.0
PropAntDx,Sweep,G1_36,0.0
PropAntDx,Sweep,G1_37,0.0
PropAntDx,Sweep,G1_38,0.0
PropAntDx,Sweep,G1_39,0.0
PropAntDx,Sweep,G1_4,0.0
PropAntDx,Sweep,G1_40,0.0
PropAntDx,Sweep,G1_41,0.0
PropAntDx,Sweep,G1_42,0.0
PropAntDx,Sweep,G1_43,0.0
PropAntDx,Sweep,G1_44,0.0
PropAntDx,Sweep,G1_45,0.0
PropAntDx,Sweep,G1_46,0.0
PropAntDx,Sweep,G1_47,0.0
PropAntDx,Sweep,G1_5,0.0
PropAntDx,Sweep,G1_6,0.0
PropAntDx,Sweep,G1_7,0.0
PropAntDx,Sweep,G1_8,0.0
PropAntDx,Sweep,G1_9,0.0
PropAntDx,Sweep,SplitPt,0.5
PropAntDx,Sweep,r_0,0.078
PropAntDx,Sweep,r_1,0.104
PropAntDx,Sweep,r_10,0.3318
PropAntDx,Sweep,r_11,0.35468571
PropAntDx,Sweep,r_12,0.37758571
PropAntDx,Sweep,r_13,0.40048571
PropAntDx,Sweep,r_14,0.42338571
PropAntDx,Sweep,r_15,0.44627143
PropAntDx,Sweep,r_16,0.46917143
PropAntDx,Sweep,r_17,0.49207143
PropAntDx,Sweep,r_18,0.51497143
PropAntDx,Sweep,r_19,0.53785714
PropAntDx,Sweep,r_2,0.13
PropAntDx,Sweep,r_20,0.56075714
PropAntDx,Sweep,r_21,0.58365714
PropAntDx,Sweep,r_22,0.60655714
PropAntDx,Sweep,r_23,0.62944286
PropAntDx,Sweep,r_24,0.65234286
PropAntDx,Sweep,r_25,0.67524286
PropAntDx,Sweep,r_26,0.69814286
PropAntDx,Sweep,r_27,0.72102857
PropAntDx,Sweep,r_28,0.74392857
PropAntDx,Sweep,r_29,0.76682857
PropAntDx,Sweep,r_3,0.156
PropAntDx,Sweep,r_30,0.78972857
PropAntDx,Sweep,r_31,0.81261429
PropAntDx,Sweep,r_32,0.83551429
PropAntDx,Sweep,r_33,0.85841429
PropAntDx,Sweep,r_34,0.88131429
PropAntDx,Sweep,r_35,0.9042
PropAntDx,Sweep,r_36,0.9271
PropAntDx,Sweep,r_37,0.94907143
PropAntDx,Sweep,r_38,0.95505714
PropAntDx,Sweep,r_39,0.9601
PropAntDx,Sweep,r_4,0.182
PropAntDx,Sweep,r_40,0.96515714
PropAntDx,Sweep,r_41,0.9702
PropAntDx,Sweep,r_42,0.97525714
PropAntDx,Sweep,r_43,0.9803
PropAntDx,Sweep,r_44,0.98535714
PropAntDx,Sweep,r_45,0.9904
PropAntDx,Sweep,r_46,0.99545714
PropAntDx,Sweep,r_47,1.0
PropAntDx,Sweep,r_5,0.208
PropAntDx,Sweep,r_6,0.234
PropAntDx,Sweep,r_7,0.26
PropAntDx,Sweep,r_8,0.28584286
PropAntDx,Sweep,r_9,0.3089
PropAntDx,Sweep,sw_0,-0.18142857
PropAntDx,Sweep,sw_1,-0.11105714
PropAntDx,Sweep,sw_10,1.16615714
PropAntDx,Sweep,sw_11,1.17217143
PropAntDx,Sweep,sw_12,1.17608571
PropAntDx,Sweep,sw_13,1.17825714
PropAntDx,Sweep,sw_14,1.17908571
PropAntDx,Sweep,sw_15,1.17948571
PropAntDx,Sweep,sw_16,1.17982857
PropAntDx,Sweep,sw_17,1.18001429
PropAntDx,Sweep,sw_18,1.17977143
PropAntDx,Sweep,sw_19,1.17844286
PropAntDx,Sweep,sw_2,0.05485714
PropAntDx,Sweep,sw_20,1.17645714
PropAntDx,Sweep,sw_21,1.17402857
PropAntDx,Sweep,sw_22,1.1716
PropAntDx,Sweep,sw_23,1.16922857
PropAntDx,Sweep,sw_24,1.16715714
PropAntDx,Sweep,sw_25,1.16538571
PropAntDx,Sweep,sw_26,1.16412857
PropAntDx,Sweep,sw_27,1.16348571
PropAntDx,Sweep,sw_28,1.1634
PropAntDx,Sweep,sw_29,1.16355714
PropAntDx,Sweep,sw_3,0.30092857
PropAntDx,Sweep,sw_30,1.1639
PropAntDx,Sweep,sw_31,1.16447143
PropAntDx,Sweep,sw_32,1.16527143
PropAntDx,Sweep,sw_33,1.16624286
PropAntDx,Sweep,sw_34,1.16747143
PropAntDx,Sweep,sw_35,1.16892857
PropAntDx,Sweep,sw_36,1.17061429
PropAntDx,Sweep,sw_37,1.16465714
PropAntDx,Sweep,sw_38,1.15957143
PropAntDx,Sweep,sw_39,1.1539
PropAntDx,Sweep,sw_4,0.58825714
PropAntDx,Sweep,sw_40,1.1468
PropAntDx,Sweep,sw_41,1.13804286
PropAntDx,Sweep,sw_42,1.12377143
PropAntDx,Sweep,sw_43,1.09367143
PropAntDx,Sweep,sw_44,1.0679
PropAntDx,Sweep,sw_45,1.06072857
PropAntDx,Sweep,sw_46,1.1993
PropAntDx,Sweep,sw_47,1.2149
PropAntDx,Sweep,sw_5,0.84568571
PropAntDx,Sweep,sw_6,1.03597143
PropAntDx,Sweep,sw_7,1.12797143
PropAntDx,Sweep,sw_8,1.14612857
PropAntDx,Sweep,sw_9,1.15771429
PropAntDx,Thick,ConvType,2.0
PropAntDx,Thick,CrvType,1.0
PropAntDx,Thick,G1_0,0.0
PropAntDx,Thick,G1_1,0.0
PropAntDx,Thick,G1_10,0.0
PropAntDx,Thick,G1_11,0.0
PropAntDx,Thick,G1_12,0.0
PropAntDx,Thick,G1_13,0.0
PropAntDx,Thick,G1_14,0.0
PropAntDx,Thick,G1_15,0.0
PropAntDx,Thick,G1_16,0.0
PropAntDx,Thick,G1_17,0.0
PropAntDx,Thick,G1_18,0.0
PropAntDx,Thick,G1_19,0.0
PropAntDx,Thick,G1_2,0.0
PropAntDx,Thick,G1_20,0.0
PropAntDx,Thick,G1_21,0.0
PropAntDx,Thick,G1_22,0.0
PropAntDx,Thick,G1_23,0.0
PropAntDx,Thick,G1_24,0.0
PropAntDx,Thick,G1_25,0.0
PropAntDx,Thick,G1_26,0.0
PropAntDx,Thick,G1_27,0.0
PropAntDx,Thick,G1_28,0.0
PropAntDx,Thick,G1_29,0.0
PropAntDx,Thick,G1_3,0.0
PropAntDx,Thick,G1_30,0.0
PropAntDx,Thick,G1_31,0.0
PropAntDx,Thick,G1_32,0.0
PropAntDx,Thick,G1_33,0.0
PropAntDx,Thick,G1_34,0.0
PropAntDx,Thick,G1_35,0.0
PropAntDx,Thick,G1_36,0.0
PropAntDx,Thick,G1_37,0.0
PropAntDx,Thick,G1_38,0.0
PropAntDx,Thick,G1_39,0.0
PropAntDx,Thick,G1_4,0.0
PropAntDx,Thick,G1_40,0.0
PropAntDx,Thick,G1_41,0.0
PropAntDx,Thick,G1_42,0.0
PropAntDx,Thick,G1_43,0.0
PropAntDx,Thick,G1_44,0.0
PropAntDx,Thick,G1_45,0.0
PropAntDx,Thick,G1_46,0.0
PropAntDx,Thick,G1_47,0.0
PropAntDx,Thick,G1_5,0.0
PropAntDx,Thick,G1_6,0.0
PropAntDx,Thick,G1_7,0.0
PropAntDx,Thick,G1_8,0.0
PropAntDx,Thick,G1_9,0.0
PropAntDx,Thick,SplitPt,0.5
PropAntDx,Thick,r_0,0.078
PropAntDx,Thick,r_1,0.104
PropAntDx,Thick,r_10,0.3318
PropAntDx,Thick,r_11,0.35468571
PropAntDx,Thick,r_12,0.37758571
PropAntDx,Thick,r_13,0.40048571
PropAntDx,Thick,r_14,0.42338571
PropAntDx,Thick,r_15,0.44627143
PropAntDx,Thick,r_16,0.46917143
PropAntDx,Thick,r_17,0.49207143
PropAntDx,Thick,r_18,0.51497143
PropAntDx,Thick,r_19,0.53785714
PropAntDx,Thick,r_2,0.13
PropAntDx,Thick,r_20,0.56075714
PropAntDx,Thick,r_21,0.58365714
PropAntDx,Thick,r_22,0.60655714
PropAntDx,Thick,r_23,0.62944286
PropAntDx,Thick,r_24,0.65234286
PropAntDx,Thick,r_25,0.67524286
PropAntDx,Thick,r_26,0.69814286
PropAntDx,Thick,r_27,0.72102857
PropAntDx,Thick,r_28,0.74392857
PropAntDx,Thick,r_29,0.76682857
PropAntDx,Thick,r_3,0.156
PropAntDx,Thick,r_30,0.78972857
PropAntDx,Thick,r_31,0.81261429
PropAntDx,Thick,r_32,0.83551429
PropAntDx,Thick,r_33,0.85841429
PropAntDx,Thick,r_34,0.88131429
PropAntDx,Thick,r_35,0.9042
PropAntDx,Thick,r_36,0.9271
PropAntDx,Thick,r_37,0.94907143
PropAntDx,Thick,r_38,0.95505714
PropAntDx,Thick,r_39,0.9601
PropAntDx,Thick,r_4,0.182
PropAntDx,Thick,r_40,0.96515714
PropAntDx,Thick,r_41,0.9702
PropAntDx,Thick,r_42,0.97525714
PropAntDx,Thick,r_43,0.9803
PropAntDx,Thick,r_44,0.98535714
PropAntDx,Thick,r_45,0.9904
PropAntDx,Thick,r_46,0.99545714
PropAntDx,Thick,r_47,1.0
PropAntDx,Thick,r_5,0.208
PropAntDx,Thick,r_6,0.234
PropAntDx,Thick,r_7,0.26
PropAntDx,Thick,r_8,0.28584286
PropAntDx,Thick,r_9,0.3089
PropAntDx,Thick,toc_0,0.0959
PropAntDx,Thick,toc_1,0.1552
PropAntDx,Thick,toc_10,0.3769
PropAntDx,Thick,toc_11,0.3648
PropAntDx,Thick,toc_12,0.3525
PropAntDx,Thick,toc_13,0.3399
PropAntDx,Thick,toc_14,0.3271
PropAntDx,Thick,toc_15,0.3143
PropAntDx,Thick,toc_16,0.3017
PropAntDx,Thick,toc_17,0.2892
PropAntDx,Thick,toc_18,0.2769
PropAntDx,Thick,toc_19,0.2648
PropAntDx,Thick,toc_2,0.2189
PropAntDx,Thick,toc_20,0.2529
PropAntDx,Thick,toc_21,0.2413
PropAntDx,Thick,toc_22,0.2298
PropAntDx,Thick,toc_23,0.2187
PropAntDx,Thick,toc_24,0.2077
PropAntDx,Thick,toc_25,0.197
PropAntDx,Thick,toc_26,0.1865
PropAntDx,Thick,toc_27,0.1761
PropAntDx,Thick,toc_28,0.1659
PropAntDx,Thick,toc_29,0.1558
PropAntDx,Thick,toc_3,0.2816
PropAntDx,Thick,toc_30,0.1458
PropAntDx,Thick,toc_31,0.1358
PropAntDx,Thick,toc_32,0.1259
PropAntDx,Thick,toc_33,0.1161
PropAntDx,Thick,toc_34,0.1063
PropAntDx,Thick,toc_35,0.0965
PropAntDx,Thick,toc_36,0.0867
PropAntDx,Thick,toc_37,0.0774
PropAntDx,Thick,toc_38,0.0748
PropAntDx,Thick,toc_39,0.0727
PropAntDx,Thick,toc_4,0.3377
PropAntDx,Thick,toc_40,0.0698
PropAntDx,Thick,toc_41,0.066
PropAntDx,Thick,toc_42,0.0611
PropAntDx,Thick,toc_43,0.0548
PropAntDx,Thick,toc_44,0.0467
PropAntDx,Thick,toc_45,0.0351
PropAntDx,Thick,toc_46,0.0135
PropAntDx,Thick,toc_47,-0.0103
PropAntDx,Thick,toc_5,0.3819
PropAntDx,Thick,toc_6,0.4086
PropAntDx,Thick,toc_7,0.4124
PropAntDx,Thick,toc_8,0.4001
PropAntDx,Thick,toc_9,0.3886
PropAntDx,CLI,ConvType,2.0
PropAntDx,CLI,CrvType,1.0
PropAntDx,CLI,G1_0,0.0
PropAntDx,CLI,G1_1,0.0
PropAntDx,CLI,G1_10,0.0
PropAntDx,CLI,G1_11,0.0
PropAntDx,CLI,G1_12,0.0
PropAntDx,CLI,G1_13,0.0
PropAntDx,CLI,G1_14,0.0
PropAntDx,CLI,G1_15,0.0
PropAntDx,CLI,G1_16,0.0
PropAntDx,CLI,G1_17,0.0
PropAntDx,CLI,G1_18,0.0
PropAntDx,CLI,G1_19,0.0
PropAntDx,CLI,G1_2,0.0
