Component,Group,Parameter,Value
PropPostDx,Rake,rak_43,0.00108571
PropPostDx,Rake,rak_44,-0.00395714
PropPostDx,Rake,rak_45,-0.0115
PropPostDx,Rake,rak_46,-0.02652857
PropPostDx,Rake,rak_47,-0.04348571
PropPostDx,Rake,rak_5,0.06627143
PropPostDx,Rake,rak_6,0.06817143
PropPostDx,Rake,rak_7,0.06974286
PropPostDx,Rake,rak_8,0.07087143
PropPostDx,Rake,rak_9,0.07152857
PropPostDx,Skew,ConvType,2.0
PropPostDx,Skew,CrvType,1.0
PropPostDx,Skew,G1_0,0.0
PropPostDx,Skew,G1_1,0.0
PropPostDx,Skew,G1_10,0.0
PropPostDx,Skew,G1_11,0.0
PropPostDx,Skew,G1_12,0.0
PropPostDx,Skew,G1_13,0.0
PropPostDx,Skew,G1_14,0.0
PropPostDx,Skew,G1_15,0.0
PropPostDx,Skew,G1_16,0.0
PropPostDx,Skew,G1_17,0.0
PropPostDx,Skew,G1_18,0.0
PropPostDx,Skew,G1_19,0.0
PropPostDx,Skew,G1_2,0.0
PropPostDx,Skew,G1_20,0.0
PropPostDx,Skew,G1_21,0.0
PropPostDx,Skew,G1_22,0.0
PropPostDx,Skew,G1_23,0.0
PropPostDx,Skew,G1_24,0.0
PropPostDx,Skew,G1_25,0.0
PropPostDx,Skew,G1_26,0.0
PropPostDx,Skew,G1_27,0.0
PropPostDx,Skew,G1_28,0.0
PropPostDx,Skew,G1_29,0.0
PropPostDx,Skew,G1_3,0.0
PropPostDx,Skew,G1_30,0.0
PropPostDx,Skew,G1_31,0.0
PropPostDx,Skew,G1_32,0.0
PropPostDx,Skew,G1_33,0.0
PropPostDx,Skew,G1_34,0.0
PropPostDx,Skew,G1_35,0.0
PropPostDx,Skew,G1_36,0.0
PropPostDx,Skew,G1_37,0.0
PropPostDx,Skew,G1_38,0.0
PropPostDx,Skew,G1_39,0.0
PropPostDx,Skew,G1_4,0.0
PropPostDx,Skew,G1_40,0.0
PropPostDx,Skew,G1_41,0.0
PropPostDx,Skew,G1_42,0.0
PropPostDx,Skew,G1_43,0.0
PropPostDx,Skew,G1_44,0.0
PropPostDx,Skew,G1_45,0.0
PropPostDx,Skew,G1_46,0.0
PropPostDx,Skew,G1_47,0.0
PropPostDx,Skew,G1_5,0.0
PropPostDx,Skew,G1_6,0.0
PropPostDx,Skew,G1_7,0.0
PropPostDx,Skew,G1_8,0.0
PropPostDx,Skew,G1_9,0.0
PropPostDx,Skew,SplitPt,0.5
PropPostDx,Skew,r_0,0.078
PropPostDx,Skew,r_1,0.104
PropPostDx,Skew,r_10,0.3318
PropPostDx,Skew,r_11,0.35468571
PropPostDx,Skew,r_12,0.37758571
PropPostDx,Skew,r_13,0.40048571
PropPostDx,Skew,r_14,0.42338571
PropPostDx,Skew,r_15,0.44627143
PropPostDx,Skew,r_16,0.46917143
PropPostDx,Skew,r_17,0.49207143
PropPostDx,Skew,r_18,0.51497143
PropPostDx,Skew,r_19,0.53785714
PropPostDx,Skew,r_2,0.13
PropPostDx,Skew,r_20,0.56075714
PropPostDx,Skew,r_21,0.58365714
PropPostDx,Skew,r_22,0.60655714
PropPostDx,Skew,r_23,0.62944286
PropPostDx,Skew,r_24,0.65234286
PropPostDx,Skew,r_25,0.67524286
PropPostDx,Skew,r_26,0.69814286
PropPostDx,Skew,r_27,0.72102857
PropPostDx,Skew,r_28,0.74392857
PropPostDx,Skew,r_29,0.76682857
PropPostDx,Skew,r_3,0.156
PropPostDx,Skew,r_30,0.78972857
PropPostDx,Skew,r_31,0.81261429
PropPostDx,Skew,r_32,0.83551429
PropPostDx,Skew,r_33,0.85841429
PropPostDx,Skew,r_34,0.88131429
PropPostDx,Skew,r_35,0.9042
PropPostDx,Skew,r_36,0.9271
PropPostDx,Skew,r_37,0.94907143
PropPostDx,Skew,r_38,0.95505714
PropPostDx,Skew,r_39,0.9601
PropPostDx,Skew,r_4,0.182
PropPostDx,Skew,r_40,0.96515714
PropPostDx,Skew,r_41,0.9702
PropPostDx,Skew,r_42,0.97525714
PropPostDx,Skew,r_43,0.9803
PropPostDx,Skew,r_44,0.98535714
PropPostDx,Skew,r_45,0.9904
PropPostDx,Skew,r_46,0.99545714
PropPostDx,Skew,r_47,1.0
PropPostDx,Skew,r_5,0.208
PropPostDx,Skew,r_6,0.234
PropPostDx,Skew,r_7,0.26
PropPostDx,Skew,r_8,0.28584286
PropPostDx,Skew,r_9,0.3089
PropPostDx,Skew,skw_0,0.0
PropPostDx,Skew,skw_1,0.0
PropPostDx,Skew,skw_10,0.0
PropPostDx,Skew,skw_11,0.0
PropPostDx,Skew,skw_12,0.0
PropPostDx,Skew,skw_13,0.0
PropPostDx,Skew,skw_14,0.0
PropPostDx,Skew,skw_15,0.0
PropPostDx,Skew,skw_16,0.0
PropPostDx,Skew,skw_17,0.0
PropPostDx,Skew,skw_18,0.0
PropPostDx,Skew,skw_19,0.0
PropPostDx,Skew,skw_2,0.0
PropPostDx,Skew,skw_20,0.0
PropPostDx,Skew,skw_21,0.0
PropPostDx,Skew,skw_22,0.0
PropPostDx,Skew,skw_23,0.0
PropPostDx,Skew,skw_24,0.0
PropPostDx,Skew,skw_25,0.0
PropPostDx,Skew,skw_26,0.0
PropPostDx,Skew,skw_27,0.0
PropPostDx,Skew,skw_28,0.0
PropPostDx,Skew,skw_29,0.0
PropPostDx,Skew,skw_3,0.0
PropPostDx,Skew,skw_30,0.0
PropPostDx,Skew,skw_31,0.0
PropPostDx,Skew,skw_32,0.0
PropPostDx,Skew,skw_33,0.0
PropPostDx,Skew,skw_34,0.0
PropPostDx,Skew,skw_35,0.0
PropPostDx,Skew,skw_36,0.0
PropPostDx,Skew,skw_37,0.0
PropPostDx,Skew,skw_38,0.0
PropPostDx,Skew,skw_39,0.0
PropPostDx,Skew,skw_4,0.0
PropPostDx,Skew,skw_40,0.0
PropPostDx,Skew,skw_41,0.0
PropPostDx,Skew,skw_42,0.0
PropPostDx,Skew,skw_43,0.0
PropPostDx,Skew,skw_44,0.0
PropPostDx,Skew,skw_45,0.0
PropPostDx,Skew,skw_46,0.0
PropPostDx,Skew,skw_47,0.0
PropPostDx,Skew,skw_5,0.0
PropPostDx,Skew,skw_6,0.0
PropPostDx,Skew,skw_7,0.0
PropPostDx,Skew,skw_8,0.0
PropPostDx,Skew,skw_9,0.0
PropPostDx,Sweep,ConvType,2.0
PropPostDx,Sweep,CrvType,1.0
PropPostDx,Sweep,G1_0,0.0
PropPostDx,Sweep,G1_1,0.0
PropPostDx,Sweep,G1_10,0.0
PropPostDx,Sweep,G1_11,0.0
PropPostDx,Sweep,G1_12,0.0
PropPostDx,Sweep,G1_13,0.0
PropPostDx,Sweep,G1_14,0.0
PropPostDx,Sweep,G1_15,0.0
PropPostDx,Sweep,G1_16,0.0
PropPostDx,Sweep,G1_17,0.0
PropPostDx,Sweep,G1_18,0.0
PropPostDx,Sweep,G1_19,0.0
PropPostDx,Sweep,G1_2,0.0
PropPostDx,Sweep,G1_20,0.0
PropPostDx,Sweep,G1_21,0.0
PropPostDx,Sweep,G1_22,0.0
PropPostDx,Sweep,G1_23,0.0
PropPostDx,Sweep,G1_24,0.0
PropPostDx,Sweep,G1_25,0.0
PropPostDx,Sweep,G1_26,0.0
PropPostDx,Sweep,G1_27,0.0
PropPostDx,Sweep,G1_28,0.0
PropPostDx,Sweep,G1_29,0.0
PropPostDx,Sweep,G1_3,0.0
PropPostDx,Sweep,G1_30,0.0
PropPostDx,Sweep,G1_31,0.0
PropPostDx,Sweep,G1_32,0.0
PropPostDx,Sweep,G1_33,0.0
PropPostDx,Sweep,G1_34,0.0
PropPostDx,Sweep,G1_35,0.0
PropPostDx,Sweep,G1_36,0.0
PropPostDx,Sweep,G1_37,0.0
PropPostDx,Sweep,G1_38,0.0
PropPostDx,Sweep,G1_39,0.0
PropPostDx,Sweep,G1_4,0.0
PropPostDx,Sweep,G1_40,0.0
PropPostDx,Sweep,G1_41,0.0
PropPostDx,Sweep,G1_42,0.0
PropPostDx,Sweep,G1_43,0.0
PropPostDx,Sweep,G1_44,0.0
PropPostDx,Sweep,G1_45,0.0
PropPostDx,Sweep,G1_46,0.0
PropPostDx,Sweep,G1_47,0.0
PropPostDx,Sweep,G1_5,0.0
PropPostDx,Sweep,G1_6,0.0
PropPostDx,Sweep,G1_7,0.0
PropPostDx,Sweep,G1_8,0.0
PropPostDx,Sweep,G1_9,0.0
PropPostDx,Sweep,SplitPt,0.5
PropPostDx,Sweep,r_0,0.078
PropPostDx,Sweep,r_1,0.104
PropPostDx,Sweep,r_10,0.3318
PropPostDx,Sweep,r_11,0.35468571
PropPostDx,Sweep,r_12,0.37758571
PropPostDx,Sweep,r_13,0.40048571
PropPostDx,Sweep,r_14,0.42338571
PropPostDx,Sweep,r_15,0.44627143
PropPostDx,Sweep,r_16,0.46917143
PropPostDx,Sweep,r_17,0.49207143
PropPostDx,Sweep,r_18,0.51497143
PropPostDx,Sweep,r_19,0.53785714
PropPostDx,Sweep,r_2,0.13
PropPostDx,Sweep,r_20,0.56075714
PropPostDx,Sweep,r_21,0.58365714
PropPostDx,Sweep,r_22,0.60655714
PropPostDx,Sweep,r_23,0.62944286
PropPostDx,Sweep,r_24,0.65234286
PropPostDx,Sweep,r_25,0.67524286
PropPostDx,Sweep,r_26,0.69814286
PropPostDx,Sweep,r_27,0.72102857
PropPostDx,Sweep,r_28,0.74392857
PropPostDx,Sweep,r_29,0.76682857
PropPostDx,Sweep,r_3,0.156
PropPostDx,Sweep,r_30,0.78972857
PropPostDx,Sweep,r_31,0.81261429
PropPostDx,Sweep,r_32,0.83551429
PropPostDx,Sweep,r_33,0.85841429
PropPostDx,Sweep,r_34,0.88131429
PropPostDx,Sweep,r_35,0.9042
PropPostDx,Sweep,r_36,0.9271
PropPostDx,Sweep,r_37,0.94907143
PropPostDx,Sweep,r_38,0.95505714
PropPostDx,Sweep,r_39,0.9601
PropPostDx,Sweep,r_4,0.182
PropPostDx,Sweep,r_40,0.96515714
PropPostDx,Sweep,r_41,0.9702
PropPostDx,Sweep,r_42,0.97525714
PropPostDx,Sweep,r_43,0.9803
PropPostDx,Sweep,r_44,0.98535714
PropPostDx,Sweep,r_45,0.9904
PropPostDx,Sweep,r_46,0.99545714
PropPostDx,Sweep,r_47,1.0
PropPostDx,Sweep,r_5,0.208
PropPostDx,Sweep,r_6,0.234
PropPostDx,Sweep,r_7,0.26
PropPostDx,Sweep,r_8,0.28584286
PropPostDx,Sweep,r_9,0.3089
PropPostDx,Sweep,sw_0,-0.18142857
PropPostDx,Sweep,sw_1,-0.11105714
PropPostDx,Sweep,sw_10,1.16615714
PropPostDx,Sweep,sw_11,1.17217143
PropPostDx,Sweep,sw_12,1.17608571
PropPostDx,Sweep,sw_13,1.17825714
PropPostDx,Sweep,sw_14,1.17908571
PropPostDx,Sweep,sw_15,1.17948571
PropPostDx,Sweep,sw_16,1.17982857
PropPostDx,Sweep,sw_17,1.18001429
PropPostDx,Sweep,sw_18,1.17977143
PropPostDx,Sweep,sw_19,1.17844286
PropPostDx,Sweep,sw_2,0.05485714
PropPostDx,Sweep,sw_20,1.17645714
PropPostDx,Sweep,sw_21,1.17402857
PropPostDx,Sweep,sw_22,1.1716
PropPostDx,Sweep,sw_23,1.16922857
PropPostDx,Sweep,sw_24,1.16715714
PropPostDx,Sweep,sw_25,1.16538571
PropPostDx,Sweep,sw_26,1.16412857
PropPostDx,Sweep,sw_27,1.16348571
PropPostDx,Sweep,sw_28,1.1634
PropPostDx,Sweep,sw_29,1.16355714
PropPostDx,Sweep,sw_3,0.30092857
PropPostDx,Sweep,sw_30,1.1639
PropPostDx,Sweep,sw_31,1.16447143
PropPostDx,Sweep,sw_32,1.16527143
PropPostDx,Sweep,sw_33,1.16624286
PropPostDx,Sweep,sw_34,1.16747143
PropPostDx,Sweep,sw_35,1.16892857
PropPostDx,Sweep,sw_36,1.17061429
PropPostDx,Sweep,sw_37,1.16465714
PropPostDx,Sweep,sw_38,1.15957143
PropPostDx,Sweep,sw_39,1.1539
PropPostDx,Sweep,sw_4,0.58825714
PropPostDx,Sweep,sw_40,1.1468
PropPostDx,Sweep,sw_41,1.13804286
PropPostDx,Sweep,sw_42,1.12377143
PropPostDx,Sweep,sw_43,1.09367143
PropPostDx,Sweep,sw_44,1.0679
PropPostDx,Sweep,sw_45,1.06072857
PropPostDx,Sweep,sw_46,1.1993
PropPostDx,Sweep,sw_47,1.2149
PropPostDx,Sweep,sw_5,0.84568571
PropPostDx,Sweep,sw_6,1.03597143
PropPostDx,Sweep,sw_7,1.12797143
PropPostDx,Sweep,sw_8,1.14612857
PropPostDx,Sweep,sw_9,1.15771429
PropPostDx,Thick,ConvType,2.0
PropPostDx,Thick,CrvType,1.0
PropPostDx,Thick,G1_0,0.0
PropPostDx,Thick,G1_1,0.0
PropPostDx,Thick,G1_10,0.0
PropPostDx,Thick,G1_11,0.0
PropPostDx,Thick,G1_12,0.0
PropPostDx,Thick,G1_13,0.0
PropPostDx,Thick,G1_14,0.0
PropPostDx,Thick,G1_15,0.0
PropPostDx,Thick,G1_16,0.0
PropPostDx,Thick,G1_17,0.0
PropPostDx,Thick,G1_18,0.0
PropPostDx,Thick,G1_19,0.0
PropPostDx,Thick,G1_2,0.0
PropPostDx,Thick,G1_20,0.0
PropPostDx,Thick,G1_21,0.0
PropPostDx,Thick,G1_22,0.0
PropPostDx,Thick,G1_23,0.0
PropPostDx,Thick,G1_24,0.0
PropPostDx,Thick,G1_25,0.0
PropPostDx,Thick,G1_26,0.0
PropPostDx,Thick,G1_27,0.0
PropPostDx,Thick,G1_28,0.0
PropPostDx,Thick,G1_29,0.0
PropPostDx,Thick,G1_3,0.0
PropPostDx,Thick,G1_30,0.0
PropPostDx,Thick,G1_31,0.0
PropPostDx,Thick,G1_32,0.0
PropPostDx,Thick,G1_33,0.0
PropPostDx,Thick,G1_34,0.0
PropPostDx,Thick,G1_35,0.0
PropPostDx,Thick,G1_36,0.0
PropPostDx,Thick,G1_37,0.0
PropPostDx,Thick,G1_38,0.0
PropPostDx,Thick,G1_39,0.0
PropPostDx,Thick,G1_4,0.0
PropPostDx,Thick,G1_40,0.0
PropPostDx,Thick,G1_41,0.0
PropPostDx,Thick,G1_42,0.0
PropPostDx,Thick,G1_43,0.0
PropPostDx,Thick,G1_44,0.0
PropPostDx,Thick,G1_45,0.0
PropPostDx,Thick,G1_46,0.0
PropPostDx,Thick,G1_47,0.0
PropPostDx,Thick,G1_5,0.0
PropPostDx,Thick,G1_6,0.0
PropPostDx,Thick,G1_7,0.0
PropPostDx,Thick,G1_8,0.0
PropPostDx,Thick,G1_9,0.0
PropPostDx,Thick,SplitPt,0.5
PropPostDx,Thick,r_0,0.078
PropPostDx,Thick,r_1,0.104
PropPostDx,Thick,r_10,0.3318
PropPostDx,Thick,r_11,0.35468571
PropPostDx,Thick,r_12,0.37758571
PropPostDx,Thick,r_13,0.40048571
PropPostDx,Thick,r_14,0.42338571
PropPostDx,Thick,r_15,0.44627143
PropPostDx,Thick,r_16,0.46917143
PropPostDx,Thick,r_17,0.49207143
PropPostDx,Thick,r_18,0.51497143
PropPostDx,Thick,r_19,0.53785714
PropPostDx,Thick,r_2,0.13
PropPostDx,Thick,r_20,0.56075714
PropPostDx,Thick,r_21,0.58365714
PropPostDx,Thick,r_22,0.60655714
PropPostDx,Thick,r_23,0.62944286
PropPostDx,Thick,r_24,0.65234286
PropPostDx,Thick,r_25,0.67524286
PropPostDx,Thick,r_26,0.69814286
PropPostDx,Thick,r_27,0.72102857
PropPostDx,Thick,r_28,0.74392857
PropPostDx,Thick,r_29,0.76682857
PropPostDx,Thick,r_3,0.156
PropPostDx,Thick,r_30,0.78972857
PropPostDx,Thick,r_31,0.81261429
PropPostDx,Thick,r_32,0.83551429
PropPostDx,Thick,r_33,0.85841429
PropPostDx,Thick,r_34,0.88131429
PropPostDx,Thick,r_35,0.9042
PropPostDx,Thick,r_36,0.9271
PropPostDx,Thick,r_37,0.94907143
PropPostDx,Thick,r_38,0.95505714
PropPostDx,Thick,r_39,0.9601
PropPostDx,Thick,r_4,0.182
PropPostDx,Thick,r_40,0.96515714
PropPostDx,Thick,r_41,0.9702
PropPostDx,Thick,r_42,0.97525714
PropPostDx,Thick,r_43,0.9803
PropPostDx,Thick,r_44,0.98535714
PropPostDx,Thick,r_45,0.9904
PropPostDx,Thick,r_46,0.99545714
PropPostDx,Thick,r_47,1.0
PropPostDx,Thick,r_5,0.208
PropPostDx,Thick,r_6,0.234
PropPostDx,Thick,r_7,0.26
PropPostDx,Thick,r_8,0.28584286
PropPostDx,Thick,r_9,0.3089
PropPostDx,Thick,toc_0,0.0959
PropPostDx,Thick,toc_1,0.1552
PropPostDx,Thick,toc_10,0.3769
PropPostDx,Thick,toc_11,0.3648
PropPostDx,Thick,toc_12,0.3525
PropPostDx,Thick,toc_13,0.3399
PropPostDx,Thick,toc_14,0.3271
PropPostDx,Thick,toc_15,0.3143
PropPostDx,Thick,toc_16,0.3017
PropPostDx,Thick,toc_17,0.2892
PropPostDx,Thick,toc_18,0.2769
PropPostDx,Thick,toc_19,0.2648
PropPostDx,Thick,toc_2,0.2189
PropPostDx,Thick,toc_20,0.2529
PropPostDx,Thick,toc_21,0.2413
PropPostDx,Thick,toc_22,0.2298
PropPostDx,Thick,toc_23,0.2187
PropPostDx,Thick,toc_24,0.2077
PropPostDx,Thick,toc_25,0.197
PropPostDx,Thick,toc_26,0.1865
PropPostDx,Thick,toc_27,0.1761
PropPostDx,Thick,toc_28,0.1659
PropPostDx,Thick,toc_29,0.1558
PropPostDx,Thick,toc_3,0.2816
PropPostDx,Thick,toc_30,0.1458
PropPostDx,Thick,toc_31,0.1358
PropPostDx,Thick,toc_32,0.1259
PropPostDx,Thick,toc_33,0.1161
PropPostDx,Thick,toc_34,0.1063
PropPostDx,Thick,toc_35,0.0965
PropPostDx,Thick,toc_36,0.0867
PropPostDx,Thick,toc_37,0.0774
PropPostDx,Thick,toc_38,0.0748
PropPostDx,Thick,toc_39,0.0727
PropPostDx,Thick,toc_4,0.3377
PropPostDx,Thick,toc_40,0.0698
PropPostDx,Thick,toc_41,0.066
PropPostDx,Thick,toc_42,0.0611
PropPostDx,Thick,toc_43,0.0548
PropPostDx,Thick,toc_44,0.0467
PropPostDx,Thick,toc_45,0.0351
PropPostDx,Thick,toc_46,0.0135
PropPostDx,Thick,toc_47,-0.0103
PropPostDx,Thick,toc_5,0.3819
PropPostDx,Thick,toc_6,0.4086
PropPostDx,Thick,toc_7,0.4124
PropPostDx,Thick,toc_8,0.4001
PropPostDx,Thick,toc_9,0.3886
PropPostDx,CLI,ConvType,2.0
PropPostDx,CLI,CrvType,1.0
PropPostDx,CLI,G1_0,0.0
PropPostDx,CLI,G1_1,0.0
PropPostDx,CLI,G1_10,0.0
PropPostDx,CLI,G1_11,0.0
PropPostDx,CLI,G1_12,0.0
PropPostDx,CLI,G1_13,0.0
PropPostDx,CLI,G1_14,0.0
PropPostDx,CLI,G1_15,0.0
PropPostDx,CLI,G1_16,0.0
PropPostDx,CLI,G1_17,0.0
PropPostDx,CLI,G1_18,0.0
PropPostDx,CLI,G1_19,0.0
PropPostDx,CLI,G1_2,0.0
PropPostDx,CLI,G1_20,0.0
PropPostDx,CLI,G1_21,0.0
PropPostDx,CLI,G1_22,0.0
PropPostDx,CLI,G1_23,0.0
PropPostDx,CLI,G1_24,0.0
PropPostDx,CLI,G1_25,0.0
PropPostDx,CLI,G1_26,0.0
PropPostDx,CLI,G1_27,0.0
PropPostDx,CLI,G1_28,0.0
PropPostDx,CLI,G1_29,0.0
PropPostDx,CLI,G1_3,0.0
PropPostDx,CLI,G1_30,0.0
PropPostDx,CLI,G1_31,0.0
PropPostDx,CLI,G1_32,0.0
PropPostDx,CLI,G1_33,0.0
PropPostDx,CLI,G1_34,0.0
PropPostDx,CLI,G1_35,0.0
PropPostDx,CLI,G1_36,0.0
PropPostDx,CLI,G1_37,0.0
PropPostDx,CLI,G1_38,0.0
PropPostDx,CLI,G1_39,0.0
PropPostDx,CLI,G1_4,0.0
PropPostDx,CLI,G1_40,0.0
PropPostDx,CLI,G1_41,0.0
PropPostDx,CLI,G1_42,0.0
PropPostDx,CLI,G1_43,0.0
PropPostDx,CLI,G1_44,0.0
PropPostDx,CLI,G1_45,0.0
PropPostDx,CLI,G1_46,0.0
PropPostDx,CLI,G1_47,0.0
PropPostDx,CLI,G1_5,0.0
PropPostDx,CLI,G1_6,0.0
PropPostDx,CLI,G1_7,0.0
PropPostDx,CLI,G1_8,0.0
PropPostDx,CLI,G1_9,0.0
PropPostDx,CLI,SplitPt,0.5
PropPostDx,CLI,cli_0,0.0
PropPostDx,CLI,cli_1,0.0
PropPostDx,CLI,cli_10,0.0
PropPostDx,CLI,cli_11,0.0
PropPostDx,CLI,cli_12,0.0
PropPostDx,CLI,cli_13,0.0
PropPostDx,CLI,cli_14,0.0
PropPostDx,CLI,cli_15,0.0
PropPostDx,CLI,cli_16,0.0
PropPostDx,CLI,cli_17,0.0
PropPostDx,CLI,cli_18,0.0
PropPostDx,CLI,cli_19,0.0
PropPostDx,CLI,cli_2,0.0
PropPostDx,CLI,cli_20,0.0
PropPostDx,CLI,cli_21,0.0
PropPostDx,CLI,cli_22,0.0
PropPostDx,CLI,cli_23,0.0
PropPostDx,CLI,cli_24,0.0
PropPostDx,CLI,cli_25,0.0
PropPostDx,CLI,cli_26,0.0
PropPostDx,CLI,cli_27,0.0
PropPostDx,CLI,cli_28,0.0
PropPostDx,CLI,cli_29,0.0
PropPostDx,CLI,cli_3,0.0
PropPostDx,CLI,cli_30,0.0
PropPostDx,CLI,cli_31,0.0
PropPostDx,CLI,cli_32,0.0
PropPostDx,CLI,cli_33,0.0
PropPostDx,CLI,cli_34,0.0
PropPostDx,CLI,cli_35,0.0
PropPostDx,CLI,cli_36,0.0
PropPostDx,CLI,cli_37,0.0
PropPostDx,CLI,cli_38,0.0
PropPostDx,CLI,cli_39,0.0
PropPostDx,CLI,cli_4,0.0
PropPostDx,CLI,cli_40,0.0
PropPostDx,CLI,cli_41,0.0
PropPostDx,CLI,cli_42,0.0
PropPostDx,CLI,cli_43,0.0
PropPostDx,CLI,cli_44,0.0
PropPostDx,CLI,cli_45,0.0
PropPostDx,CLI,cli_46,0.0
PropPostDx,CLI,cli_47,0.0
PropPostDx,CLI,cli_5,0.0
PropPostDx,CLI,cli_6,0.0
PropPostDx,CLI,cli_7,0.0
PropPostDx,CLI,cli_8,0.0
PropPostDx,CLI,cli_9,0.0
PropPostDx,CLI,r_0,0.078
PropPostDx,CLI,r_1,0.104
PropPostDx,CLI,r_10,0.3318
PropPostDx,CLI,r_11,0.35468571
PropPostDx,CLI,r_12,0.37758571
PropPostDx,CLI,r_13,0.40048571
PropPostDx,CLI,r_14,0.42338571
PropPostDx,CLI,r_15,0.44627143
PropPostDx,CLI,r_16,0.46917143
PropPostDx,CLI,r_17,0.49207143
PropPostDx,CLI,r_18,0.51497143
PropPostDx,CLI,r_19,0.53785714
PropPostDx,CLI,r_2,0.13
PropPostDx,CLI,r_20,0.56075714
PropPostDx,CLI,r_21,0.58365714
PropPostDx,CLI,r_22,0.60655714
PropPostDx,CLI,r_23,0.62944286
PropPostDx,CLI,r_24,0.65234286
PropPostDx,CLI,r_25,0.67524286
PropPostDx,CLI,r_26,0.69814286
PropPostDx,CLI,r_27,0.72102857
PropPostDx,CLI,r_28,0.74392857
PropPostDx,CLI,r_29,0.76682857
PropPostDx,CLI,r_3,0.156
PropPostDx,CLI,r_30,0.78972857
PropPostDx,CLI,r_31,0.81261429
PropPostDx,CLI,r_32,0.83551429
PropPostDx,CLI,r_33,0.85841429
PropPostDx,CLI,r_34,0.88131429
PropPostDx,CLI,r_35,0.9042
PropPostDx,CLI,r_36,0.9271
PropPostDx,CLI,r_37,0.94907143
PropPostDx,CLI,r_38,0.95505714
PropPostDx,CLI,r_39,0.9601
PropPostDx,CLI,r_4,0.182
PropPostDx,CLI,r_40,0.96515714
PropPostDx,CLI,r_41,0.9702
PropPostDx,CLI,r_42,0.97525714
PropPostDx,CLI,r_43,0.9803
PropPostDx,CLI,r_44,0.98535714
PropPostDx,CLI,r_45,0.9904
PropPostDx,CLI,r_46,0.99545714
PropPostDx,CLI,r_47,1.0
PropPostDx,CLI,r_5,0.208
PropPostDx,CLI,r_6,0.234
PropPostDx,CLI,r_7,0.26
PropPostDx,CLI,r_8,0.28584286
PropPostDx,CLI,r_9,0.3089
PropPostDx,Axial,ConvType,2.0
PropPostDx,Axial,CrvType,1.0
PropPostDx,Axial,G1_0,0.0
PropPostDx,Axial,G1_1,0.0
PropPostDx,Axial,G1_10,0.0
PropPostDx,Axial,G1_11,0.0
PropPostDx,Axial,G1_12,0.0
PropPostDx,Axial,G1_13,0.0
PropPostDx,Axial,G1_14,0.0
PropPostDx,Axial,G1_15,0.0
PropPostDx,Axial,G1_16,0.0
PropPostDx,Axial,G1_17,0.0
PropPostDx,Axial,G1_18,0.0
PropPostDx,Axial,G1_19,0.0
PropPostDx,Axial,G1_2,0.0
PropPostDx,Axial,G1_20,0.0
PropPostDx,Axial,G1_21,0.0
PropPostDx,Axial,G1_22,0.0
PropPostDx,Axial,G1_23,0.0
PropPostDx,Axial,G1_24,0.0
PropPostDx,Axial,G1_25,0.0
PropPostDx,Axial,G1_26,0.0
PropPostDx,Axial,G1_27,0.0
PropPostDx,Axial,G1_28,0.0
PropPostDx,Axial,G1_29,0.0
PropPostDx,Axial,G1_3,0.0
PropPostDx,Axial,G1_30,0.0
PropPostDx,Axial,G1_31,0.0
PropPostDx,Axial,G1_32,0.0
PropPostDx,Axial,G1_33,0.0
PropPostDx,Axial,G1_34,0.0
PropPostDx,Axial,G1_35,0.0
PropPostDx,Axial,G1_36,0.0
PropPostDx,Axial,G1_37,0.0
PropPostDx,Axial,G1_38,0.0
PropPostDx,Axial,G1_39,0.0
PropPostDx,Axial,G1_4,0.0
PropPostDx,Axial,G1_40,0.0
PropPostDx,Axial,G1_41,0.0
PropPostDx,Axial,G1_42,0.0
PropPostDx,Axial,G1_43,0.0
PropPostDx,Axial,G1_44,0.0
PropPostDx,Axial,G1_45,0.0
PropPostDx,Axial,G1_46,0.0
PropPostDx,Axial,G1_47,0.0
PropPostDx,Axial,G1_5,0.0
PropPostDx,Axial,G1_6,0.0
PropPostDx,Axial,G1_7,0.0
PropPostDx,Axial,G1_8,0.0
PropPostDx,Axial,G1_9,0.0
PropPostDx,Axial,SplitPt,0.5
PropPostDx,Axial,ax_0,0.0
PropPostDx,Axial,ax_1,0.0
PropPostDx,Axial,ax_10,0.0
PropPostDx,Axial,ax_11,0.0
PropPostDx,Axial,ax_12,0.0
PropPostDx,Axial,ax_13,0.0
PropPostDx,Axial,ax_14,0.0
PropPostDx,Axial,ax_15,0.0
PropPostDx,Axial,ax_16,0.0
PropPostDx,Axial,ax_17,0.0
PropPostDx,Axial,ax_18,0.0
PropPostDx,Axial,ax_19,0.0
PropPostDx,Axial,ax_2,0.0
PropPostDx,Axial,ax_20,0.0
PropPostDx,Axial,ax_21,0.0
PropPostDx,Axial,ax_22,0.0
PropPostDx,Axial,ax_23,0.0
PropPostDx,Axial,ax_24,0.0
PropPostDx,Axial,ax_25,0.0
PropPostDx,Axial,ax_26,0.0
PropPostDx,Axial,ax_27,0.0
PropPostDx,Axial,ax_28,0.0
PropPostDx,Axial,ax_29,0.0
PropPostDx,Axial,ax_3,0.0
PropPostDx,Axial,ax_30,0.0
PropPostDx,Axial,ax_31,0.0
PropPostDx,Axial,ax_32,0.0
PropPostDx,Axial,ax_33,0.0
PropPostDx,Axial,ax_34,0.0
PropPostDx,Axial,ax_35,0.0
